*opuštěná slova končící na 'á'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Borkovcová	Borkovec
chybí hrana	Borkovičová	Borkovič
chybí hrana	Borková	Bork
chybí hrana	Borlettiová	Borletti
chybí hrana	Borlová	Borl
chybí hrana	Bormanová	Borman
chybí hrana	Bormansová	Bormans
chybí hrana	Bornemiszaová	Bornemisza
chybí hrana	Bornová	Born
chybí hrana	Borossová	Boross
chybí hrana	Borovcová	Borovec
chybí hrana	Borovinšeková	Borovinšek
chybí hrana	Borová	Bor
chybí hrana	Borseková	Borsek
chybí hrana	Borsiková	Borsik
chybí hrana	Borstová	Borst
chybí hrana	Borsányiová	Borsányi
chybí hrana	Bortlíčková	Bortlíček
chybí hrana	Bortniková	Bortnik
chybí hrana	Bortoliová	Bortoli
chybí hrana	Bortová	Bort
chybí hrana	Borutová	Borut
chybí hrana	Borýsková	Borýsek
chybí hrana	Borčová	Borč
chybí hrana	Borňáková	Borňák
chybí hrana	Boršková	Boršek
chybí hrana	Borščyková	Borščyk
chybí hrana	Boskovičová	Boskovič
chybí hrana	Bosmanová	Bosman
chybí hrana	Bosnyaková	Bosnyak
chybí hrana	Bosová	Bosa
chybí hrana	Bosseová	Bosse
chybí hrana	Bossongová	Bossong
chybí hrana	Bosticková	Bostick
chybí hrana	Bostwicková	Bostwick
chybí hrana	Boswellová	Boswell
chybí hrana	Boszczyková	Boszczyk
chybí hrana	Bosáčková	Bosáček
chybí hrana	Boséová	Bosé
chybí hrana	Botellaová	Botella
chybí hrana	Bothmerová	Bothmer
chybí hrana	Botlíková	Botlík
chybí hrana	Botíková	Botík
chybí hrana	Botínová	Botín
chybí hrana	Bouaziziová	Bouazizi
chybí hrana	Boubalová	Boubal
chybí hrana	Boubelová	Boubela
chybí hrana	Boubeníčková	Boubeníček
chybí hrana	Bouchardová	Bouchard
chybí hrana	Bouchetová	Bouchet
chybí hrana	Boucková	Bouck
chybí hrana	Boucová	Bouc
chybí hrana	Boudíková	Boudík
chybí hrana	Bouilhaguetová	Bouilhaguet
chybí hrana	Bouleová	boule
chybí hrana	Boultonová	Boulton
chybí hrana	Boultová	Boulet
chybí hrana	Bourdinová	Bourdin
chybí hrana	Bourdyová	Bourdy
chybí hrana	Bourgesová	Bourges
chybí hrana	Bourguignonová	Bourguignon
chybí hrana	Bourková	Bourek
chybí hrana	Bournová	Bourn
chybí hrana	Bousková	Bousek
chybí hrana	Bouwmeesterová	Bouwmeester
chybí hrana	Bouzaová	Bouza
chybí hrana	Bouzková	Bouzek
chybí hrana	Bouzová	Bouz
chybí hrana	Boučková	Bouček
chybí hrana	Bowaterová	Bowater
chybí hrana	Boweová	Bowe
chybí hrana	Bowermanová	Bowerman
chybí hrana	Bowerová	Bower
chybí hrana	Bowersová	Bowers
chybí hrana	Bowieová	Bowie
chybí hrana	Bowlerová	bowler
chybí hrana	Bowserová	Bowser
chybí hrana	Boydenová	Boyden
chybí hrana	Boyerová	Boyer
chybí hrana	Boysenová	Boysen
chybí hrana	Boytonová	Boyton
chybí hrana	Bozděková	Bozděk
chybí hrana	Bozemanová	Bozeman
chybí hrana	Boëlová	Boël
chybí hrana	Bočeková	Boček
chybí hrana	Bočkajová	Bočkaj
chybí hrana	Bočková	Boček
chybí hrana	Bočová	Boč
chybí hrana	Bočáková	Bočák
chybí hrana	Bočánková	Bočánek
chybí hrana	Bočáňová	Bočáň
chybí hrana	Bořkovcová	Bořkovec
chybí hrana	Bořková	Bořek
chybí hrana	Bořánková	Bořánek
chybí hrana	Bošinová	Bošina
chybí hrana	Bošuková	Bošuk
chybí hrana	Boščíková	Boščík
chybí hrana	Božanovová	Božanov
chybí hrana	Božeková	Božek
