*s jakou četností se liší slova s rozdílem jednoho písmena
*tabulka četností sestupně 
*typ vztahu	četnost v procentech
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'	64.37130289701199
*tato dvojice slov není nijak příbuzná	30.537438697608575
*rodičem v tomto vztahu je slovo obsahující 'z' místo 's' 	5.086202538045401
*tato dvojice slov je příbuzná, ale ne napřímo	0.005055867334041155
*
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'
*hrana	otec	syn
hrana	neskrotný	nezkrotný
hrana	neuroticismus	neuroticizmus
hrana	neutralismus	neutralizmus
hrana	neutralisovací	neutralizovací
hrana	neutralisovanost	neutralizovanost
hrana	neutralisovaný	neutralizovaný
hrana	neutralisovaně	neutralizovaně
hrana	neutralisovat	neutralizovat
hrana	neutralisovatelnost	neutralizovatelnost
hrana	neutralisovatelný	neutralizovatelný
hrana	neutralisovatelně	neutralizovatelně
hrana	neutralisování	neutralizování
hrana	neutralisovávací	neutralizovávací
hrana	neutralisovávající	neutralizovávající
hrana	neutralisovávanost	neutralizovávanost
hrana	neutralisovávaný	neutralizovávaný
hrana	neutralisovávaně	neutralizovávaně
hrana	neutralisovávat	neutralizovávat
hrana	neutralisovávatelnost	neutralizovávatelnost
hrana	neutralisovávatelný	neutralizovávatelný
hrana	neutralisovávatelně	neutralizovávatelně
hrana	neutralisovávání	neutralizovávání
hrana	neutralisující	neutralizující
hrana	nihilismus	nihilizmus
hrana	nitrocelulósa	nitrocelulóza
hrana	nivelisace	nivelizace
hrana	nivelisační	nivelizační
hrana	nobilisace	nobilizace
hrana	nobilisovací	nobilizovací
hrana	nobilisovanost	nobilizovanost
hrana	nobilisovaný	nobilizovaný
hrana	nobilisovaně	nobilizovaně
hrana	nobilisovat	nobilizovat
hrana	nobilisovatelnost	nobilizovatelnost
hrana	nobilisovatelný	nobilizovatelný
hrana	nobilisovatelně	nobilizovatelně
hrana	nobilisovavší	nobilizovavší
hrana	nobilisování	nobilizování
hrana	nobilisovávací	nobilizovávací
hrana	nobilisovávající	nobilizovávající
hrana	nobilisovávanost	nobilizovávanost
hrana	nobilisovávaný	nobilizovávaný
hrana	nobilisovávaně	nobilizovávaně
hrana	nobilisovávat	nobilizovávat
hrana	nobilisovávatelnost	nobilizovávatelnost
hrana	nobilisovávatelný	nobilizovávatelný
hrana	nobilisovávatelně	nobilizovávatelně
hrana	nobilisovávání	nobilizovávání
hrana	nobilisující	nobilizující
hrana	nominalismus	nominalizmus
hrana	nomádismus	nomádizmus
hrana	nonkonformismus	nonkonformizmus
hrana	normalisace	normalizace
hrana	normalisační	normalizační
hrana	normalisačně	normalizačně
hrana	normalisovací	normalizovací
hrana	normalisovanost	normalizovanost
hrana	normalisovaný	normalizovaný
hrana	normalisovaně	normalizovaně
hrana	normalisovat	normalizovat
hrana	normalisovatelnost	normalizovatelnost
hrana	normalisovatelný	normalizovatelný
hrana	normalisovatelně	normalizovatelně
hrana	normalisovavší	normalizovavší
hrana	normalisování	normalizování
hrana	normalisovávací	normalizovávací
hrana	normalisovávající	normalizovávající
hrana	normalisovávanost	normalizovávanost
hrana	normalisovávaný	normalizovávaný
hrana	normalisovávaně	normalizovávaně
hrana	normalisovávat	normalizovávat
hrana	normalisovávatelnost	normalizovávatelnost
hrana	normalisovávatelný	normalizovávatelný
hrana	normalisovávatelně	normalizovávatelně
hrana	normalisovávání	normalizovávání
hrana	normalisující	normalizující
hrana	normatismus	normatizmus
hrana	normativismus	normativizmus
hrana	nosokomiální	nozokomiální
hrana	nosokomiálně	nozokomiálně
hrana	novelisace	novelizace
hrana	novelisovací	novelizovací
hrana	novelisovanost	novelizovanost
hrana	novelisovaný	novelizovaný
hrana	novelisovaně	novelizovaně
hrana	novelisovat	novelizovat
hrana	novelisovatelnost	novelizovatelnost
hrana	novelisovatelný	novelizovatelný
hrana	novelisovatelně	novelizovatelně
hrana	novelisování	novelizování
hrana	novelisovávací	novelizovávací
hrana	novelisovávající	novelizovávající
hrana	novelisovávanost	novelizovávanost
hrana	novelisovávaný	novelizovávaný
hrana	novelisovávaně	novelizovávaně
hrana	novelisovávat	novelizovávat
hrana	novelisovávatelnost	novelizovávatelnost
hrana	novelisovávatelný	novelizovávatelný
hrana	novelisovávatelně	novelizovávatelně
hrana	novelisovávání	novelizovávání
hrana	novelisující	novelizující
hrana	novoaugustinismus	novoaugustinizmus
hrana	novobuddhismus	novobuddhizmus
hrana	novodadaismus	novodadaizmus
hrana	novofašismus	novofašizmus
hrana	novofunkcionalismus	novofunkcionalizmus
hrana	novohegelianismus	novohegelianizmus
hrana	novoklasicismus	novoklasicizmus
hrana	novokonfucianismus	novokonfucianizmus
hrana	novopozitivismus	novopozitivizmus
hrana	novorenesance	novorenezance
hrana	novoromantismus	novoromantizmus
hrana	novosymbolismus	novosymbolizmus
hrana	novotomismus	novotomizmus
hrana	nudismus	nudizmus
hrana	numismatickost	numizmatickost
hrana	numismaticky	numizmaticky
hrana	numismatický	numizmatický
hrana	numismatik	numizmatik
hrana	numismatika	numizmatika
hrana	numismatikův	numizmatikův
hrana	numismatička	numizmatička
hrana	numismatiččin	numizmatiččin
hrana	obesita	obezita
hrana	objektivismus	objektivizmus
hrana	obskurantismus	obskurantizmus
hrana	odautomatisovací	odautomatizovací
hrana	odautomatisovanost	odautomatizovanost
hrana	odautomatisovaný	odautomatizovaný
hrana	odautomatisovaně	odautomatizovaně
hrana	odautomatisovat	odautomatizovat
hrana	odautomatisovatelnost	odautomatizovatelnost
hrana	odautomatisovatelný	odautomatizovatelný
hrana	odautomatisovatelně	odautomatizovatelně
hrana	odautomatisovavší	odautomatizovavší
hrana	odautomatisování	odautomatizování
hrana	odautomatisovávací	odautomatizovávací
hrana	odautomatisovávající	odautomatizovávající
hrana	odautomatisovávanost	odautomatizovávanost
hrana	odautomatisovávaný	odautomatizovávaný
hrana	odautomatisovávaně	odautomatizovávaně
hrana	odautomatisovávat	odautomatizovávat
hrana	odautomatisovávatelnost	odautomatizovávatelnost
hrana	odautomatisovávatelný	odautomatizovávatelný
hrana	odautomatisovávatelně	odautomatizovávatelně
hrana	odautomatisovávání	odautomatizovávání
hrana	odcensurovací	odcenzurovací
hrana	odcensurovanost	odcenzurovanost
hrana	odcensurovaný	odcenzurovaný
hrana	odcensurovaně	odcenzurovaně
hrana	odcensurovat	odcenzurovat
hrana	odcensurovatelnost	odcenzurovatelnost
hrana	odcensurovatelný	odcenzurovatelný
hrana	odcensurovatelně	odcenzurovatelně
hrana	odcensurovavší	odcenzurovavší
hrana	odcensurování	odcenzurování
hrana	odcensurovávací	odcenzurovávací
hrana	odcensurovávající	odcenzurovávající
hrana	odcensurovávanost	odcenzurovávanost
hrana	odcensurovávaný	odcenzurovávaný
hrana	odcensurovávaně	odcenzurovávaně
hrana	odcensurovávat	odcenzurovávat
hrana	odcensurovávatelnost	odcenzurovávatelnost
hrana	odcensurovávatelný	odcenzurovávatelný
hrana	odcensurovávatelně	odcenzurovávatelně
hrana	odcensurovávání	odcenzurovávání
hrana	odinicialisovací	odinicializovací
hrana	odinicialisovanost	odinicializovanost
hrana	odinicialisovaný	odinicializovaný
hrana	odinicialisovaně	odinicializovaně
hrana	odinicialisovat	odinicializovat
hrana	odinicialisovatelnost	odinicializovatelnost
hrana	odinicialisovatelný	odinicializovatelný
hrana	odinicialisovatelně	odinicializovatelně
hrana	odinicialisovavší	odinicializovavší
hrana	odinicialisování	odinicializování
hrana	odinicialisovávací	odinicializovávací
hrana	odinicialisovávající	odinicializovávající
hrana	odinicialisovávanost	odinicializovávanost
hrana	odinicialisovávaný	odinicializovávaný
hrana	odinicialisovávaně	odinicializovávaně
hrana	odinicialisovávat	odinicializovávat
hrana	odinicialisovávatelnost	odinicializovávatelnost
hrana	odinicialisovávatelný	odinicializovávatelný
hrana	odinicialisovávatelně	odinicializovávatelně
hrana	odinicialisovávání	odinicializovávání
hrana	odinismus	odinizmus
hrana	odisolovací	odizolovací
hrana	odisolovanost	odizolovanost
hrana	odisolovaný	odizolovaný
hrana	odisolovaně	odizolovaně
hrana	odisolovat	odizolovat
hrana	odisolovatelnost	odizolovatelnost
hrana	odisolovatelný	odizolovatelný
hrana	odisolovatelně	odizolovatelně
hrana	odisolovavší	odizolovavší
hrana	odisolování	odizolování
hrana	odisolovávací	odizolovávací
hrana	odisolovávající	odizolovávající
hrana	odisolovávanost	odizolovávanost
hrana	odisolovávaný	odizolovávaný
hrana	odisolovávaně	odizolovávaně
hrana	odisolovávat	odizolovávat
hrana	odisolovávatelnost	odizolovávatelnost
hrana	odisolovávatelný	odizolovávatelný
hrana	odisolovávatelně	odizolovávatelně
hrana	odisolovávání	odizolovávání
hrana	odklimatisovací	odklimatizovací
hrana	odklimatisovanost	odklimatizovanost
hrana	odklimatisovaný	odklimatizovaný
hrana	odklimatisovaně	odklimatizovaně
hrana	odklimatisovat	odklimatizovat
hrana	odklimatisovatelnost	odklimatizovatelnost
hrana	odklimatisovatelný	odklimatizovatelný
hrana	odklimatisovatelně	odklimatizovatelně
hrana	odklimatisovavší	odklimatizovavší
hrana	odklimatisování	odklimatizování
hrana	odklimatisovávací	odklimatizovávací
hrana	odklimatisovávající	odklimatizovávající
hrana	odklimatisovávanost	odklimatizovávanost
hrana	odklimatisovávaný	odklimatizovávaný
hrana	odklimatisovávaně	odklimatizovávaně
hrana	odklimatisovávat	odklimatizovávat
hrana	odklimatisovávatelnost	odklimatizovávatelnost
hrana	odklimatisovávatelný	odklimatizovávatelný
hrana	odklimatisovávatelně	odklimatizovávatelně
hrana	odklimatisovávání	odklimatizovávání
hrana	odnacisovací	odnacizovací
hrana	odnacisovanost	odnacizovanost
hrana	odnacisovaný	odnacizovaný
hrana	odnacisovaně	odnacizovaně
hrana	odnacisovat	odnacizovat
hrana	odnacisovatelnost	odnacizovatelnost
hrana	odnacisovatelný	odnacizovatelný
hrana	odnacisovatelně	odnacizovatelně
hrana	odnacisovavší	odnacizovavší
hrana	odnacisování	odnacizování
hrana	odnacisovávací	odnacizovávací
hrana	odnacisovávající	odnacizovávající
hrana	odnacisovávanost	odnacizovávanost
hrana	odnacisovávaný	odnacizovávaný
hrana	odnacisovávaně	odnacizovávaně
hrana	odnacisovávat	odnacizovávat
hrana	odnacisovávatelnost	odnacizovávatelnost
hrana	odnacisovávatelný	odnacizovávatelný
hrana	odnacisovávatelně	odnacizovávatelně
hrana	odnacisovávání	odnacizovávání
hrana	odreservovací	odrezervovací
hrana	odreservovanost	odrezervovanost
hrana	odreservovaný	odrezervovaný
hrana	odreservovaně	odrezervovaně
hrana	odreservovat	odrezervovat
hrana	odreservovatelnost	odrezervovatelnost
hrana	odreservovatelný	odrezervovatelný
hrana	odreservovatelně	odrezervovatelně
hrana	odreservování	odrezervování
hrana	odreservovávací	odrezervovávací
hrana	odreservovávanost	odrezervovávanost
hrana	odreservovávaný	odrezervovávaný
hrana	odreservovávaně	odrezervovávaně
hrana	odreservovávat	odrezervovávat
hrana	odreservovávatelnost	odrezervovávatelnost
hrana	odreservovávatelný	odrezervovávatelný
hrana	odreservovávatelně	odrezervovávatelně
hrana	odreservovávání	odrezervovávání
hrana	odsignalisovací	odsignalizovací
hrana	odsignalisovanost	odsignalizovanost
hrana	odsignalisovaný	odsignalizovaný
hrana	odsignalisovaně	odsignalizovaně
hrana	odsignalisovat	odsignalizovat
hrana	odsignalisovatelnost	odsignalizovatelnost
hrana	odsignalisovatelný	odsignalizovatelný
hrana	odsignalisovatelně	odsignalizovatelně
hrana	odsignalisovavší	odsignalizovavší
hrana	odsignalisování	odsignalizování
hrana	odsignalisovávací	odsignalizovávací
hrana	odsignalisovávající	odsignalizovávající
hrana	odsignalisovávanost	odsignalizovávanost
hrana	odsignalisovávaný	odsignalizovávaný
hrana	odsignalisovávaně	odsignalizovávaně
hrana	odsignalisovávat	odsignalizovávat
hrana	odsignalisovávatelnost	odsignalizovávatelnost
hrana	odsignalisovávatelný	odsignalizovávatelný
hrana	odsignalisovávatelně	odsignalizovávatelně
hrana	odsignalisovávání	odsignalizovávání
hrana	odvitaminisovací	odvitaminizovací
hrana	odvitaminisovanost	odvitaminizovanost
hrana	odvitaminisovaný	odvitaminizovaný
hrana	odvitaminisovaně	odvitaminizovaně
hrana	odvitaminisovat	odvitaminizovat
hrana	odvitaminisovatelnost	odvitaminizovatelnost
hrana	odvitaminisovatelný	odvitaminizovatelný
hrana	odvitaminisovatelně	odvitaminizovatelně
hrana	odvitaminisovavší	odvitaminizovavší
hrana	odvitaminisování	odvitaminizování
hrana	odvitaminisovávací	odvitaminizovávací
hrana	odvitaminisovávající	odvitaminizovávající
hrana	odvitaminisovávanost	odvitaminizovávanost
hrana	odvitaminisovávaný	odvitaminizovávaný
hrana	odvitaminisovávaně	odvitaminizovávaně
hrana	odvitaminisovávat	odvitaminizovávat
hrana	odvitaminisovávatelnost	odvitaminizovávatelnost
hrana	odvitaminisovávatelný	odvitaminizovávatelný
hrana	odvitaminisovávatelně	odvitaminizovávatelně
hrana	odvitaminisovávání	odvitaminizovávání
hrana	ofensiva	ofenziva
hrana	ofensivní	ofenzivní
hrana	ofensivně	ofenzivně
hrana	okasionialismus	okasionializmus
hrana	okasionální	okazionální
hrana	okasionálně	okazionálně
hrana	okazionalismus	okazionalizmus
hrana	okluse	okluze
hrana	oklusiva	okluziva
hrana	oklusor	okluzor
hrana	okultismus	okultizmus
hrana	olympionismus	olympionizmus
hrana	olympismus	olympizmus
hrana	onomasiologie	onomaziologie
hrana	operacionalismus	operacionalizmus
hrana	oportunismus	oportunizmus
hrana	oposice	opozice
hrana	opositum	opozitum
hrana	oposičnost	opozičnost
hrana	oposiční	opoziční
hrana	oposičník	opozičník
hrana	oposičníkův	opozičníkův
hrana	oposičně	opozičně
hrana	optimalisace	optimalizace
hrana	optimalisační	optimalizační
hrana	optimalisačně	optimalizačně
hrana	optimalisovací	optimalizovací
hrana	optimalisovanost	optimalizovanost
hrana	optimalisovaný	optimalizovaný
hrana	optimalisovaně	optimalizovaně
hrana	optimalisovat	optimalizovat
hrana	optimalisovatelnost	optimalizovatelnost
hrana	optimalisovatelný	optimalizovatelný
hrana	optimalisovatelně	optimalizovatelně
hrana	optimalisovavší	optimalizovavší
hrana	optimalisování	optimalizování
hrana	optimalisovávací	optimalizovávací
hrana	optimalisovávající	optimalizovávající
hrana	optimalisovávanost	optimalizovávanost
hrana	optimalisovávaný	optimalizovávaný
hrana	optimalisovávaně	optimalizovávaně
hrana	optimalisovávat	optimalizovávat
hrana	optimalisovávatelnost	optimalizovávatelnost
hrana	optimalisovávatelný	optimalizovávatelný
hrana	optimalisovávatelně	optimalizovávatelně
hrana	optimalisovávání	optimalizovávání
hrana	optimalisující	optimalizující
hrana	optimismus	optimizmus
hrana	optoisolátor	optoizolátor
hrana	orfismus	orfizmus
hrana	organicismus	organicizmus
hrana	organisace	organizace
hrana	organisační	organizační
hrana	organisačně	organizačně
hrana	organismus	organizmus
hrana	organisovací	organizovací
hrana	organisovanost	organizovanost
hrana	organisovaný	organizovaný
hrana	organisovaně	organizovaně
hrana	organisovat	organizovat
hrana	organisovatelnost	organizovatelnost
hrana	organisovatelný	organizovatelný
hrana	organisovatelně	organizovatelně
hrana	organisovavší	organizovavší
hrana	organisování	organizování
hrana	organisovávací	organizovávací
hrana	organisovávající	organizovávající
hrana	organisovávanost	organizovávanost
hrana	organisovávaný	organizovávaný
hrana	organisovávaně	organizovávaně
hrana	organisovávat	organizovávat
hrana	organisovávatelnost	organizovávatelnost
hrana	organisovávatelný	organizovávatelný
hrana	organisovávatelně	organizovávatelně
hrana	organisovávání	organizovávání
hrana	organisující	organizující
hrana	organisátor	organizátor
hrana	organisátorka	organizátorka
hrana	organisátorskost	organizátorskost
hrana	organisátorsky	organizátorsky
hrana	organisátorský	organizátorský
hrana	organisátorčin	organizátorčin
hrana	organisátorův	organizátorův
hrana	orgasmus	orgazmus
hrana	orientalismus	orientalizmus
hrana	ornamentalismus	ornamentalizmus
hrana	ortodoxismus	ortodoxizmus
hrana	ostrakismus	ostrakizmus
hrana	ovitaminisovací	ovitaminizovací
hrana	ovitaminisovanost	ovitaminizovanost
hrana	ovitaminisovaný	ovitaminizovaný
hrana	ovitaminisovaně	ovitaminizovaně
hrana	ovitaminisovat	ovitaminizovat
hrana	ovitaminisovatelnost	ovitaminizovatelnost
hrana	ovitaminisovatelný	ovitaminizovatelný
hrana	ovitaminisovatelně	ovitaminizovatelně
hrana	ovitaminisovavší	ovitaminizovavší
hrana	ovitaminisování	ovitaminizování
hrana	ovitaminisovávací	ovitaminizovávací
hrana	ovitaminisovávající	ovitaminizovávající
hrana	ovitaminisovávanost	ovitaminizovávanost
hrana	ovitaminisovávaný	ovitaminizovávaný
hrana	ovitaminisovávaně	ovitaminizovávaně
hrana	ovitaminisovávat	ovitaminizovávat
hrana	ovitaminisovávatelnost	ovitaminizovávatelnost
hrana	ovitaminisovávatelný	ovitaminizovávatelný
hrana	ovitaminisovávatelně	ovitaminizovávatelně
hrana	ovitaminisovávání	ovitaminizovávání
hrana	pacifismus	pacifizmus
hrana	palatalisace	palatalizace
hrana	paleomagnetismus	paleomagnetizmus
hrana	palladianismus	palladianizmus
