*přídavná jména končící na 'ův', která nejsou připojena ke slovu mužského rodu
*varianta	zkoumané slovo	nalezené slovo
chybí hrana	fenoménův	fenomén
chybí hrana	fextův	fext
chybí hrana	fešáčkův	fešáček
chybí hrana	feťáčkův	feťáček
chybí hrana	filkův	filek
chybí hrana	filipovcův	filipovec
chybí hrana	filosofův	filosof
chybí hrana	finišmenův	finišmen
chybí hrana	fischerovcův	fischerovec
chybí hrana	fišmistrův	fišmistr
chybí hrana	floutkův	floutek
chybí hrana	folklóristův	folklórista
chybí hrana	forwardův	forward
chybí hrana	fotbálistův	fotbálista
chybí hrana	fotýlkův	fotýlek
chybí hrana	fotonadšencův	fotonadšenec
chybí hrana	fukačův	fukač
chybí hrana	nafoukancův	nafoukanec
chybí hrana	fourcrossařův	fourcrossař
chybí hrana	fouskův	fousek
chybí hrana	foxlíčkův	foxlíček
chybí hrana	fořtíčkův	fořtíček
chybí hrana	frackův	fracek
chybí hrana	frajírův	frajír
chybí hrana	frajírkův	frajírek
chybí hrana	frakmenův	frakmen
chybí hrana	frankovcův	frankovec
chybí hrana	franšízantův	franšízant
chybí hrana	frontmenův	frontmen
chybí hrana	frustrovancův	frustrovanec
chybí hrana	frčkův	frček
chybí hrana	funebráčkův	funebráček
chybí hrana	fušerův	fušer
chybí hrana	fytopatologův	fytopatolog
chybí hrana	fysiologův	fysiolog
chybí hrana	ufňukancův	ufňukanec
chybí hrana	ufňukánkův	ufňukánek
chybí hrana	gádžův	gádža
chybí hrana	gadžův	gadža
chybí hrana	gajdarovcův	gajdarovec
chybí hrana	gemblerův	gembler
chybí hrana	gamsachurdiovcův	gamsachurdiovec
chybí hrana	gansterův	ganster
chybí hrana	garibaldovcův	garibaldovec
chybí hrana	gastarbeiterův	gastarbeiter
chybí hrana	gastarbeitrův	gastarbeiter
chybí hrana	gauleitrův	gauleiter
chybí hrana	gavúnkův	gavúnek
chybí hrana	generálův	generál
chybí hrana	genróův	genró
chybí hrana	gestapáčkův	gestapáček
chybí hrana	gibonův	gibon
chybí hrana	antiglobalistův	antiglobalista
chybí hrana	gólmanův	gólman
chybí hrana	goriláčkův	goriláček
chybí hrana	gottwaldovcův	gottwaldovec
chybí hrana	gurmetův	gurmet
chybí hrana	graffiťákův	graffiťák
chybí hrana	grenadýrův	grenadýr
chybí hrana	grebeníčkovcův	grebeníčkovec
chybí hrana	grifonkův	grifonek
chybí hrana	krobiánův	krobián
chybí hrana	grošáčkův	grošáček
chybí hrana	gumídkův	gumídek
chybí hrana	guruův	guru
chybí hrana	gymnasistův	gymnasista
chybí hrana	gálovcův	gálovec
chybí hrana	hádkův	hádek
chybí hrana	hadohlavcův	hadohlavec
chybí hrana	hafánkův	hafánek
chybí hrana	hafáčkův	hafáček
chybí hrana	hafíčkův	hafíček
chybí hrana	hajzldědkův	hajzldědek
chybí hrana	hajzlíčkův	hajzlíček
chybí hrana	halančíkovcův	halančíkovec
chybí hrana	haldářův	haldář
chybí hrana	handballistův	handballista
chybí hrana	hambářův	hambář
chybí hrana	harlekýnkův	harlekýnek
chybí hrana	harlequinův	harlequin
chybí hrana	hastrmánkův	hastrmánek
chybí hrana	havlomilcův	havlomilec
chybí hrana	havránkův	havránek
chybí hrana	havířkův	havířek
chybí hrana	hayekovcův	hayekovec
chybí hrana	hašteřivcův	hašteřivec
chybí hrana	heligónkářův	heligónkář
chybí hrana	helikonkářův	helikonkář
chybí hrana	helvítův	helvít
chybí hrana	herbartovcův	herbartovec
chybí hrana	herinkův	herinek
chybí hrana	herynkův	herynek
chybí hrana	hezounkův	hezounek
chybí hrana	hitmakrův	hitmaker
chybí hrana	hladovcův	hladovec
chybí hrana	Bělohlávkův	Bělohlávek
chybí hrana	bělohlávkův	bělohlávek
chybí hrana	kulohlavcův	kulohlavec
chybí hrana	tvrdohlavcův	tvrdohlavec
chybí hrana	zlatohlavcův	zlatohlavec
chybí hrana	zlatohlávkův	zlatohlávek
chybí hrana	černohlávkův	černohlávek
chybí hrana	hlavatcův	hlavatec
chybí hrana	hlavonožcův	hlavonožec
chybí hrana	dohlížitelův	dohlížitel
chybí hrana	přihlížitelův	přihlížitel
chybí hrana	ohledávačův	ohledávač
chybí hrana	vyhledávačův	vyhledávač
chybí hrana	přehlížitelův	přehlížitel
chybí hrana	škarohlídkův	škarohlídek
chybí hrana	hlodavcův	hlodavec
chybí hrana	nehlodavcův	nehlodavec
chybí hrana	hloubavcův	hloubavec
chybí hrana	hlupcův	hlupec
chybí hrana	hlupáčkův	hlupáček
chybí hrana	hltavcův	hltavec
chybí hrana	hluchoslepcův	hluchoslepec
chybí hrana	hlušcův	hlušec
chybí hrana	hnancův	hnanec
chybí hrana	hýbatelův	hýbatel
chybí hrana	ohýbačův	ohýbač
chybí hrana	honcův	honec
chybí hrana	pohůnkův	pohůnek
chybí hrana	vyhnancův	vyhnanec
chybí hrana	hnědáskův	hnědásek
chybí hrana	hnědáčkův	hnědáček
chybí hrana	hněvancův	hněvanec
chybí hrana	hněvivcův	hněvivec
chybí hrana	rozhněvancův	rozhněvanec
chybí hrana	hoškův	hošek
chybí hrana	hošíkův	hošík
chybí hrana	hošánkův	hošánek
chybí hrana	hošíčkův	hošíček
chybí hrana	odhodlancův	odhodlanec
chybí hrana	hodňouskův	hodňousek
chybí hrana	hodňáskův	hodňásek
chybí hrana	hofrychtéřův	hofrychtéř
chybí hrana	holenkův	holenek
chybí hrana	holobrádkův	holobrádek
chybí hrana	holohlavcův	holohlavec
chybí hrana	holomkův	holomek
chybí hrana	Holubkův	Holubek
chybí hrana	holoubkův	holoubek
chybí hrana	vyholencův	vyholenec
chybí hrana	hoplítův	hoplíta
chybí hrana	Horáčkův	Horáček
chybí hrana	černohorcův	černohorec
chybí hrana	horlivcův	horlivec
chybí hrana	horníčkův	horníček
chybí hrana	horoznalcův	horoznalec
chybí hrana	hospodáříčkův	hospodáříček
chybí hrana	vyhostěncův	vyhostěnec
chybí hrana	vyhoštěncův	vyhoštěnec
chybí hrana	hotelierův	hotelier
chybí hrana	houbovcův	houbovec
chybí hrana	hudcův	hudec
chybí hrana	hudečkův	hudeček
chybí hrana	hovňouskův	hovňousek
chybí hrana	hrabivcův	hrabivec
chybí hrana	pohrobkův	pohrobek
chybí hrana	neohrabancův	neohrabanec
chybí hrana	Hradcův	Hradec
chybí hrana	hradlářův	hradlář
chybí hrana	Zahradníčkův	Zahradníček
chybí hrana	zahradníčkův	zahradníček
chybí hrana	hrbáčkův	hrbáček
chybí hrana	hrbatcův	hrbatec
chybí hrana	hrdobcův	hrdobec
chybí hrana	hrdopyškův	hrdopyšek
chybí hrana	hrdopýškův	hrdopýšek
chybí hrana	hrotnatcův	hrotnatec
chybí hrana	hrouzkův	hrouzek
chybí hrana	hrubcův	hrubec
chybí hrana	hryzcův	hryzec
chybí hrana	kulihráškův	kulihrášek
chybí hrana	hráchovcův	hráchovec
chybí hrana	hercův	herec
chybí hrana	polohercův	poloherec
chybí hrana	spoluhercův	spoluherec
chybí hrana	zpěvohercův	zpěvoherec
chybí hrana	činohercův	činoherec
chybí hrana	rozehrávačův	rozehrávač
chybí hrana	hroznýškův	hroznýšek
chybí hrana	hroznýšovcův	hroznýšovec
chybí hrana	hudbychtivcův	hudbychtivec
chybí hrana	hudebníčkův	hudebníček
chybí hrana	vyhulencův	vyhulenec
chybí hrana	pseudohumanistův	pseudohumanista
chybí hrana	hurávlastencův	hurávlastenec
chybí hrana	husárkův	husárek
chybí hrana	huňáčkův	huňáček
chybí hrana	huťařův	huťař
chybí hrana	hvězdopravcův	hvězdopravec
chybí hrana	hvězdozpytcův	hvězdozpytec
chybí hrana	hypsistariův	hypsistaria
chybí hrana	hádačův	hádač
chybí hrana	hádavcův	hádavec
chybí hrana	hájitelův	hájitel
chybí hrana	háčkův	háček
chybí hrana	hébertovcův	hébertovec
chybí hrana	héroův	héroa
chybí hrana	hejkalův	hejkal
chybí hrana	hejlův	hejl
chybí hrana	hýskův	hýsek
chybí hrana	hejskův	hejsek
chybí hrana	vyhýčkancův	vyhýčkanec
chybí hrana	zhýčkalcův	zhýčkalec
chybí hrana	zhýčkancův	zhýčkanec
chybí hrana	zhýřilcův	zhýřilec
chybí hrana	zhejřilcův	zhejřilec
chybí hrana	hřebcův	hřebec
chybí hrana	hřebečkův	hřebeček
chybí hrana	hříšníčkův	hříšníček
chybí hrana	ideozločincův	ideozločinec
chybí hrana	igráčkův	igráček
chybí hrana	ikonopiscův	ikonopisec
chybí hrana	iljincův	iljinec
chybí hrana	ilusionistův	ilusionista
chybí hrana	imiaslavcův	imiaslavec
chybí hrana	imjeslavcův	imjeslavec
chybí hrana	antiimperialistův	antiimperialista
chybí hrana	desinfektorův	desinfektor
chybí hrana	inkvisitorův	inkvisitor
chybí hrana	innokentijevcův	innokentijevec
chybí hrana	inocentovcův	inocentovec
chybí hrana	inšpektorův	inšpektor
chybí hrana	intelektuálkův	intelektuálek
chybí hrana	pseudointelektuálův	pseudointelektuál
chybí hrana	superintendantův	superintendant
chybí hrana	interesentův	interesent
chybí hrana	intrikánkův	intrikánek
chybí hrana	investigativcův	investigativec
chybí hrana	inserentův	inserent
chybí hrana	inženýrkův	inženýrek
chybí hrana	irbiskův	irbisek
chybí hrana	jaguárův	jaguár
chybí hrana	jakešovcův	jakešovec
chybí hrana	janičářův	janičář
chybí hrana	janáčkovcův	janáčkovec
chybí hrana	japonobijcův	japonobijec
chybí hrana	jarabáčkův	jarabáček
chybí hrana	jasnovidcův	jasnovidec
chybí hrana	jazykoborcův	jazykoborec
chybí hrana	ujařmencův	ujařmenec
chybí hrana	jednotlivcův	jednotlivec
chybí hrana	jedincův	jedinec
chybí hrana	jedináčkův	jedináček
chybí hrana	objednávatelův	objednávatel
chybí hrana	vyjednávatelův	vyjednávatel
chybí hrana	vyjednávačův	vyjednávač
chybí hrana	jednorožcův	jednorožec
chybí hrana	jehlářův	jehlář
chybí hrana	jelcův	jelec
chybí hrana	jelínkův	jelínek
chybí hrana	jelimánkův	jelimánek
chybí hrana	jespáčkův	jespáček
chybí hrana	diskojezdcův	diskojezdec
chybí hrana	jezdcův	jezdec
chybí hrana	superjezdcův	superjezdec
chybí hrana	krasojezdcův	krasojezdec
chybí hrana	vyjevencův	vyjevenec
chybí hrana	zjevencův	zjevenec
chybí hrana	jezevcův	jezevec
chybí hrana	jezevčíčkův	jezevčíček
chybí hrana	jézedákův	jézedák
chybí hrana	jézeďákův	jézeďák
chybí hrana	jézéďákův	jézéďák
chybí hrana	Ječmínkův	Ječmínek
chybí hrana	jeřábkův	jeřábek
chybí hrana	řeřábův	řeřáb
chybí hrana	ještírkův	ještírek
chybí hrana	ježatcův	ježatec
chybí hrana	ježečkův	ježeček
chybí hrana	rozježencův	rozježenec
chybí hrana	zježencův	zježenec
chybí hrana	ježkův	ježek
chybí hrana	ježidědkův	ježidědek
chybí hrana	jikavcův	jikavec
chybí hrana	jinověrcův	jinověrec
chybí hrana	jiskrovcův	jiskrovec
chybí hrana	pojištěncův	pojištěnec
chybí hrana	připojištěncův	připojištěnec
chybí hrana	zajištěncův	zajištěnec
chybí hrana	zjizvencův	zjizvenec
chybí hrana	předjímatelův	předjímatel
chybí hrana	vnímavcův	vnímavec
chybí hrana	najímatelův	najímatel
chybí hrana	nájemníčkův	nájemníček
chybí hrana	pronajímatelův	pronajímatel
chybí hrana	přejimatelův	přejimatel
chybí hrana	zajatcův	zajatec
chybí hrana	zajatečkův	zajateček
chybí hrana	jmenovcův	jmenovec
chybí hrana	žokejův	žokej
chybí hrana	jorkšíráčkův	jorkšíráček
chybí hrana	arcijáhnův	arcijáhen
chybí hrana	jáhnův	jáhen
chybí hrana	jíkavcův	jíkavec
chybí hrana	zvyjedencův	zvyjedenec
chybí hrana	chodcův	chodec
chybí hrana	obchodníčkův	obchodníček
chybí hrana	jízlivcův	jízlivec
chybí hrana	zakaboněncův	zakaboněnec
chybí hrana	kacafírkův	kacafírek
chybí hrana	kacířův	kacíř
chybí hrana	kadeřávkův	kadeřávek
chybí hrana	kadlcův	kadlec
chybí hrana	kágébákův	kágébák
chybí hrana	kakaduův	kakadu
chybí hrana	Kakáčkův	Kakáček
chybí hrana	kamarádíčkův	kamarádíček
chybí hrana	kamenorytcův	kamenorytec
chybí hrana	kameňáčkův	kameňáček
chybí hrana	kamnářův	kamnář
chybí hrana	kamzíčkův	kamzíček
chybí hrana	kancův	kanec
chybí hrana	kanečkův	kaneček
chybí hrana	kánoistův	kánoista
chybí hrana	kanónův	kanón
chybí hrana	kantůrkův	kantůrek
chybí hrana	kantovcův	kantovec
chybí hrana	kanárkův	kanárek
chybí hrana	antikapitalistův	antikapitalista
chybí hrana	kapitánkův	kapitánek
chybí hrana	kaplánkův	kaplánek
chybí hrana	kapřivcův	kapřivec
chybí hrana	kapříčkův	kapříček
chybí hrana	karabiniérův	karabiniér
chybí hrana	karabinierův	karabinier
chybí hrana	kartářův	kartář
chybí hrana	kartusiánův	kartusián
chybí hrana	karáskův	karásek
chybí hrana	katafrigijcův	katafrigijec
chybí hrana	katolíkův	katolík
chybí hrana	katolíkobijcův	katolíkobijec
chybí hrana	zkažencův	zkaženec
chybí hrana	kašlíčkův	kašlíček
chybí hrana	kecálkův	kecálek
chybí hrana	keynesovcův	keynesovec
chybí hrana	zákeřníčkův	zákeřníček
chybí hrana	klackův	klacek
chybí hrana	klebetníčkův	klebetníček
chybí hrana	kleštěncův	kleštěnec
chybí hrana	vykleštěncův	vykleštěnec
chybí hrana	klokánkův	klokánek
chybí hrana	kloučkův	klouček
chybí hrana	obkládačův	obkládač
chybí hrana	ukládačův	ukládač
chybí hrana	zakládačův	zakládač
chybí hrana	nakládačův	nakládač
chybí hrana	vkládačův	vkládač
chybí hrana	proklatcův	proklatec
chybí hrana	zaklínačův	zaklínač
chybí hrana	soukmenovcův	soukmenovec
chybí hrana	kmocháčkův	kmocháček
chybí hrana	kmotřencův	kmotřenec
chybí hrana	kmotřenečkův	kmotřeneček
chybí hrana	kmotříčkův	kmotříček
chybí hrana	kobirkův	kobirek
chybí hrana	koblížkův	koblížek
chybí hrana	kohoutkův	kohoutek
chybí hrana	kojencův	kojenec
chybí hrana	kojenečkův	kojeneček
chybí hrana	odkojencův	odkojenec
chybí hrana	soukojencův	soukojenec
chybí hrana	koledníčkův	koledníček
chybí hrana	kolegáčkův	kolegáček
chybí hrana	kolibříčkův	kolibříček
chybí hrana	kollárovcův	kollárovec
chybí hrana	dvoukolákův	dvoukolák
chybí hrana	kolářův	kolář
chybí hrana	kolonisátorův	kolonisátor
chybí hrana	cyklokolosův	cyklokolos
chybí hrana	kolosův	kolos
chybí hrana	kolouškův	koloušek
chybí hrana	Koláčkův	Koláček
chybí hrana	kolísavcův	kolísavec
chybí hrana	komandýrův	komandýr
chybí hrana	komilitónův	komilitón
chybí hrana	komparsistův	komparsista
chybí hrana	komsomolcův	komsomolec
chybí hrana	pseudokomunistův	pseudokomunista
chybí hrana	komárkův	komárek
chybí hrana	pakomárkův	pakomárek
chybí hrana	komínářův	komínář
chybí hrana	komeníčkův	komeníček
chybí hrana	kominíčkův	kominíček
chybí hrana	překonávatelův	překonávatel
chybí hrana	konipáskův	konipásek
chybí hrana	arcikonzervativcův	arcikonzervativec
chybí hrana	konzervativcův	konzervativec
chybí hrana	konservativcův	konservativec
chybí hrana	konsiliářův	konsiliář
chybí hrana	konsulův	konsul
chybí hrana	konsultantův	konsultant
chybí hrana	konsumentův	konsument
chybí hrana	velkokonsumentův	velkokonsument
chybí hrana	ukoptěncův	ukoptěnec
chybí hrana	kopytnatcův	kopytnatec
chybí hrana	kopinatcův	kopinatec
chybí hrana	korovcův	korovec
chybí hrana	kůrovcův	kůrovec
chybí hrana	korreferentův	korreferent
chybí hrana	korálnatcův	korálnatec
chybí hrana	korálovcův	korálovec
chybí hrana	korýškův	korýšek
chybí hrana	kosáčkův	kosáček
chybí hrana	kosticovcův	kosticovec
chybí hrana	kostkářův	kostkář
chybí hrana	kostlivcův	kostlivec
chybí hrana	kostlivečkův	kostliveček
chybí hrana	zkostnatělcův	zkostnatělec
chybí hrana	kostelníčkův	kostelníček
chybí hrana	kotlářův	kotlář
chybí hrana	přezkoumávatelův	přezkoumávatel
chybí hrana	zkumatelův	zkumatel
chybí hrana	koumáčkův	koumáček
chybí hrana	knihkupcův	knihkupec
chybí hrana	kněhkupcův	kněhkupec
chybí hrana	kupcův	kupec
chybí hrana	nekupcův	nekupec
chybí hrana	pseudokupcův	pseudokupec
chybí hrana	velkokupcův	velkokupec
chybí hrana	zvěrokupcův	zvěrokupec
chybí hrana	překupníčkův	překupníček
chybí hrana	koupěchtivcův	koupěchtivec
chybí hrana	kousavcův	kousavec
chybí hrana	Koutkův	Koutek
chybí hrana	kouzelníčkův	kouzelníček
chybí hrana	Kováříčkův	Kováříček
chybí hrana	kováříkův	kovářík
chybí hrana	kovaříčkův	kovaříček
chybí hrana	kováříčkův	kováříček
chybí hrana	mědikovcův	mědikovec
chybí hrana	kovancův	kovanec
chybí hrana	kovbojíčkův	kovbojíček
chybí hrana	kovolijcův	kovolijec
chybí hrana	kovorytcův	kovorytec
chybí hrana	kovozemědělcův	kovozemědělec
chybí hrana	kozlíčkův	kozlíček
chybí hrana	kozlův	kozel
chybí hrana	kozáčkův	kozáček
chybí hrana	kocourkův	kocourek
chybí hrana	vykořeněncův	vykořeněnec
chybí hrana	kořenonožcův	kořenonožec
chybí hrana	košíkářův	košíkář
chybí hrana	košiláčkův	košiláček
chybí hrana	koštéřův	koštéř
chybí hrana	koštýřův	koštýř
chybí hrana	kožejovcův	kožejovec
chybí hrana	zkrachovalcův	zkrachovalec
chybí hrana	zkrachovancův	zkrachovanec
chybí hrana	krahujcův	krahujec
chybí hrana	krahulcův	krahulec
chybí hrana	krajánkův	krajánek
chybí hrana	krajkářův	krajkář
chybí hrana	kramářovcův	kramářovec
chybí hrana	krascův	krasec
chybí hrana	krasnoarmějcův	krasnoarmějec
chybí hrana	krasopiscův	krasopisec
chybí hrana	kreativcův	kreativec
chybí hrana	krvavcův	krvavec
chybí hrana	kriminálníčkův	kriminálníček
chybí hrana	kriplíčkův	kriplíček
chybí hrana	kristovověrcův	kristovověrec
chybí hrana	kristověrcův	kristověrec
chybí hrana	krkavcův	krkavec
chybí hrana	přikrčencův	přikrčenec
chybí hrana	skrčkův	skrček
chybí hrana	skrčencův	skrčenec
chybí hrana	zakrnělcův	zakrnělec
chybí hrana	kráčivcův	kráčivec
chybí hrana	krokodýlkův	krokodýlek
chybí hrana	kromaňoncův	kromaňonec
chybí hrana	kropenatcův	kropenatec
chybí hrana	krtečkův	krteček
chybí hrana	krtkův	krtek
chybí hrana	kroužkovcův	kroužkovec
chybí hrana	krunýřovcův	krunýřovec
chybí hrana	krvežíznivcův	krvežíznivec
chybí hrana	kryčerovcův	kryčerovec
chybí hrana	Královcův	Královec
chybí hrana	králevicův	králevic
chybí hrana	králikářův	králikář
chybí hrana	králíčkův	králíček
chybí hrana	krasavcův	krasavec
chybí hrana	krasavečkův	krasaveček
chybí hrana	přikrášlovatelův	přikrášlovatel
chybí hrana	rozkrádačův	rozkrádač
chybí hrana	vykrádačův	vykrádač
chybí hrana	pokrytcův	pokrytec
chybí hrana	pokrejvačův	pokrejvač
chybí hrana	pokryvačův	pokryvač
chybí hrana	kršnovcův	kršnovec
